"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
18003,"age group:  90 -  94",3,0,NA,NA,3.56581376632024
321042210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Cardiac arrest",210,321042,NA,NA,3.09479326910292
440029210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Viral disease",210,440029,NA,NA,-2.04660436740196
8003,"age group:  40 -  44",3,0,NA,NA,-1.53612646974869
6003,"age group:  30 -  34",3,0,NA,NA,-1.36748523102219
5003,"age group:  25 -  29",3,0,NA,NA,-1.26213782145274
7003,"age group:  35 -  39",3,0,NA,NA,-1.18601557353259
9003,"age group:  45 -  49",3,0,NA,NA,-1.16073836604276
10003,"age group:  50 -  54",3,0,NA,NA,-1.06032593054471
4003,"age group:  20 -  24",3,0,NA,NA,-1.04318376609975
17003,"age group:  85 -  89",3,0,NA,NA,1.03695041614998
16003,"age group:  80 -  84",3,0,NA,NA,0.948818921456262
15003,"age group:  75 -  79",3,0,NA,NA,0.679322142675825
11003,"age group:  55 -  59",3,0,NA,NA,-0.574919732550873
44784217212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Cardiac arrhythmia",212,44784217,NA,NA,0.559627021082928
8507001,"gender = MALE",1,8507,NA,NA,0.5382047945457
318459212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Respiratory insufficiency",212,318459,NA,NA,0.526327625919546
132797212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Sepsis",212,132797,NA,NA,0.50026698480586
321588210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Heart disease",210,321588,NA,NA,0.417889030456402
37311061210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: COVID-19",210,37311061,NA,NA,0.416954705539415
4256228212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Respiratory failure",212,4256228,NA,NA,0.366952623538777
437390212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Hypoxemia",212,437390,NA,NA,0.362817594217811
12003,"age group:  60 -  64",3,0,NA,NA,-0.357365591080613
374009210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Organic mental disorder",210,374009,NA,NA,0.348678478517439
4185572210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Ventricular arrhythmia",210,4185572,NA,NA,-0.336798315197676
378419210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Alzheimer's disease",210,378419,NA,NA,0.336121183336927
4212540210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic liver disease",210,4212540,NA,NA,0.303872615169086
437663212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Fever",212,437663,NA,NA,0.293053182614757
31317212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Dysphagia",212,31317,NA,NA,0.289262423969462
529218410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: acellular pertussis vaccine, inactivated",410,529218,NA,NA,-0.287104501250123
3655971212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Atrial cardiopathy",212,3655971,NA,NA,-0.283872851543573
21602558410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION",410,21602558,NA,NA,-0.280981547150961
4041664212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Difficulty breathing",212,4041664,NA,NA,0.277961282456937
374009212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Organic mental disorder",212,374009,NA,NA,0.276960449517507
21600712412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: DRUGS USED IN DIABETES",412,21600712,NA,NA,0.2659130982957
21601907410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: DERMATOLOGICALS",410,21601907,NA,NA,-0.262762155840682
21604128410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: ANTIGOUT PREPARATIONS",410,21604128,NA,NA,0.256062469866388
46273161210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Bursitis of lower limb",210,46273161,NA,NA,0.251536565480088
4147829210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Pain in pelvis",210,4147829,NA,NA,-0.248274260977977
36775759210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Brain lesion",210,36775759,NA,NA,0.24662514627673
4111412210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Tricuspid incompetence, non-rheumatic",210,4111412,NA,NA,-0.24650905976586
1777806412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: ceftriaxone",412,1777806,NA,NA,0.244468088741357
21600884412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: OTHER MINERAL SUPPLEMENTS",412,21600884,NA,NA,0.241530142779074
435510210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Hypocalcemia",210,435510,NA,NA,0.241246846824456
201820210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Diabetes mellitus",210,201820,NA,NA,0.23964132813322
443392210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Malignant neoplastic disease",210,443392,NA,NA,0.23836260729849
80502210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Osteoporosis",210,80502,NA,NA,-0.237123693436578
21604291412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: Opioids in combination with antispasmodics",412,21604291,NA,NA,0.234218590434107
443612210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic kidney disease stage 4",210,443612,NA,NA,0.233905742713511
4129405210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Open wound of hand",210,4129405,NA,NA,0.233386887612529
317009210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Asthma",210,317009,NA,NA,-0.23286499431663
4029305210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Hypercholesterolemia",210,4029305,NA,NA,-0.22965075843421
