"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
3003,"age group:  15 -  19",3,0,NA,NA,-3.71250171582103
4003,"age group:  20 -  24",3,0,NA,NA,-3.46959004918645
5003,"age group:  25 -  29",3,0,NA,NA,-2.56118694631256
6003,"age group:  30 -  34",3,0,NA,NA,-2.12778823617028
7003,"age group:  35 -  39",3,0,NA,NA,-1.73370287456342
8003,"age group:  40 -  44",3,0,NA,NA,-1.39874139669567
9003,"age group:  45 -  49",3,0,NA,NA,-1.17966448245571
18003,"age group:  90 -  94",3,0,NA,NA,0.931611080798617
10003,"age group:  50 -  54",3,0,NA,NA,-0.78043144319975
11003,"age group:  55 -  59",3,0,NA,NA,-0.63156692505317
8507001,"gender = MALE",1,8507,NA,NA,0.473035506177854
1701699,"Cohort_covariate during day -9999 through -1 days relative to index: history of diabetes ",699,-1,NA,NA,0.44916416273966
2001699,"Cohort_covariate during day -9999 through -1 days relative to index: history of hypertension ",699,-1,NA,NA,0.424932566837352
16003,"age group:  80 -  84",3,0,NA,NA,0.393675599063172
12003,"age group:  60 -  64",3,0,NA,NA,-0.355324135175477
15003,"age group:  75 -  79",3,0,NA,NA,0.26248755041432
2101699,"Cohort_covariate during day -9999 through -1 days relative to index: history of kidney disease ",699,-1,NA,NA,0.254641864329621
1601699,"Cohort_covariate during day -9999 through -1 days relative to index: history of COPD ",699,-1,NA,NA,0.18813562035419
13003,"age group:  65 -  69",3,0,NA,NA,-0.0624509785036763
1501699,"Cohort_covariate during day -9999 through -1 days relative to index: history of cancer ",699,-1,NA,NA,-0.0314365310612019
1801699,"Cohort_covariate during day -9999 through -1 days relative to index: history of heart disease ",699,-1,NA,NA,-0.0302963816852997
1901699,"Cohort_covariate during day -9999 through -1 days relative to index: history of hyperlipidemia ",699,-1,NA,NA,-0.0167645944082361
17003,"age group:  85 -  89",3,0,NA,NA,-0.00350497747814702
