"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
3003,"age group:  15 -  19",3,0,NA,NA,-3.27297127768067
4003,"age group:  20 -  24",3,0,NA,NA,-3.18984080789462
5003,"age group:  25 -  29",3,0,NA,NA,-2.43183490076298
6003,"age group:  30 -  34",3,0,NA,NA,-1.95157465632509
7003,"age group:  35 -  39",3,0,NA,NA,-1.62214310440598
18003,"age group:  90 -  94",3,0,NA,NA,1.25214409138291
8003,"age group:  40 -  44",3,0,NA,NA,-1.23851083771448
9003,"age group:  45 -  49",3,0,NA,NA,-0.984632477868757
10003,"age group:  50 -  54",3,0,NA,NA,-0.753410786011981
11003,"age group:  55 -  59",3,0,NA,NA,-0.562879959017797
1701699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of diabetes  ",699,-1,NA,NA,0.437986723825268
2001699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of hypertension  ",699,-1,NA,NA,0.402325592634812
17003,"age group:  85 -  89",3,0,NA,NA,0.401060452663231
8507001,"gender = MALE",1,8507,NA,NA,0.377620504965934
2101699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of kidney disease  ",699,-1,NA,NA,0.353611549734714
16003,"age group:  80 -  84",3,0,NA,NA,0.33559874444387
1601699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of COPD  ",699,-1,NA,NA,0.310749172813191
12003,"age group:  60 -  64",3,0,NA,NA,-0.310011737223357
15003,"age group:  75 -  79",3,0,NA,NA,0.212545949529794
13003,"age group:  65 -  69",3,0,NA,NA,-0.14984137029287
1801699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of heart disease  ",699,-1,NA,NA,0.0819189859118361
1901699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of hyperlipidemia  ",699,-1,NA,NA,-0.0252883024679396
1501699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of cancer  ",699,-1,NA,NA,-0.0208336705884487
