"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
4027557212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Chronic metabolic disorder",212,4027557,NA,NA,2.433942837531
3003,"age group:  15 -  19",3,0,NA,NA,-2.29658648448889
4003,"age group:  20 -  24",3,0,NA,NA,-2.23794351097396
5003,"age group:  25 -  29",3,0,NA,NA,-1.99979790683151
18003,"age group:  90 -  94",3,0,NA,NA,1.93332634738187
46272380212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Chronic gout without tophus",212,46272380,NA,NA,-1.87978710026821
6003,"age group:  30 -  34",3,0,NA,NA,-1.78917896503533
437390212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Hypoxemia",212,437390,NA,NA,1.46864988538998
7003,"age group:  35 -  39",3,0,NA,NA,-1.46566756626176
439676212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Coronavirus infection",212,439676,NA,NA,1.38175853626574
8003,"age group:  40 -  44",3,0,NA,NA,-1.1731590833809
435463212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Herpesvirus infection",212,435463,NA,NA,-1.10561009139707
437663212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Fever",212,437663,NA,NA,1.02592831201581
9003,"age group:  45 -  49",3,0,NA,NA,-0.930040019320164
440029212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Viral disease",212,440029,NA,NA,0.893997407320964
4006969212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Acute respiratory disease",212,4006969,NA,NA,0.856720048620503
10003,"age group:  50 -  54",3,0,NA,NA,-0.747327613874771
17003,"age group:  85 -  89",3,0,NA,NA,0.737515910982691
16003,"age group:  80 -  84",3,0,NA,NA,0.603857839045884
318800210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Gastroesophageal reflux disease",210,318800,NA,NA,-0.516845481734117
15003,"age group:  75 -  79",3,0,NA,NA,0.490104589928643
253506212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Pneumonitis",212,253506,NA,NA,0.466178374032191
44784217212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Cardiac arrhythmia",212,44784217,NA,NA,0.462306238027316
4144111210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Gastroesophageal reflux disease without esophagitis",210,4144111,NA,NA,0.46097715280968
4180313210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Neoplasm of musculoskeletal system",210,4180313,NA,NA,0.449025865460347
25297212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Acute pharyngitis",212,25297,NA,NA,-0.430411715846951
254761212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Cough",212,254761,NA,NA,0.428936416012877
437390210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Hypoxemia",210,437390,NA,NA,0.422991139978596
4063381210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic disease of respiratory system",210,4063381,NA,NA,0.41652255418757
312437212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Dyspnea",212,312437,NA,NA,0.415803735055036
255848212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Pneumonia",212,255848,NA,NA,0.412360102557381
4041664210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Difficulty breathing",210,4041664,NA,NA,0.411197008953921
8507001,"gender = MALE",1,8507,NA,NA,0.395216161339279
4134294212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Acute inflammatory disease",212,4134294,NA,NA,-0.389119720363741
1000560412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: ondansetron",412,1000560,NA,NA,0.383049869037207
444070212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Tachycardia",212,444070,NA,NA,0.374322232598911
11003,"age group:  55 -  59",3,0,NA,NA,-0.367903819931111
197320210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute kidney injury",210,197320,NA,NA,-0.366678190182722
21602796412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: ANTIBACTERIALS FOR SYSTEMIC USE",412,21602796,NA,NA,0.357447006802724
437409212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Intracranial injury",212,437409,NA,NA,0.348162544016867
433595212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Edema",212,433595,NA,NA,0.344562234090722
374631210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Motor neuron disease",210,374631,NA,NA,0.335994499267297
4226399210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fibrillation",210,4226399,NA,NA,0.328415979835173
440674212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Gout",212,440674,NA,NA,-0.32682185252765
21602795412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: ANTIINFECTIVES FOR SYSTEMIC USE",412,21602795,NA,NA,-0.316335081950835
197494212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Viral hepatitis C",212,197494,NA,NA,-0.315886156242881
37018677212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Anomaly of eye",212,37018677,NA,NA,-0.310990385334381
197304210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Ulcer of lower extremity",210,197304,NA,NA,0.306128696144114
4028876212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Inflammatory disorder of lower respiratory tract",212,4028876,NA,NA,0.303760360241712
4110056210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic obstructive pulmonary disease with acute lower respiratory infection",210,4110056,NA,NA,-0.302784411377823
4024707210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Perception AND/OR perception disturbance",210,4024707,NA,NA,0.297923911081243
21603346412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: Xanthines and adrenergics",412,21603346,NA,NA,0.295439951168949
4241110210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Infection by Deuteromycetes",210,4241110,NA,NA,0.292106369481063
4094683212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Chest injury",212,4094683,NA,NA,0.281334629454666
315643212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Tachyarrhythmia",212,315643,NA,NA,-0.280721195131233
438028212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Poisoning by drug AND/OR medicinal substance",212,438028,NA,NA,0.280004511273522
4248028212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Supraventricular arrhythmia",212,4248028,NA,NA,-0.274730493156533
321689210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Apnea",210,321689,NA,NA,-0.272283735503036
21603249412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: ADRENERGICS, INHALANTS",412,21603249,NA,NA,0.266328752480279
4100065210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Disease due to Coronaviridae",210,4100065,NA,NA,-0.265524773527194
4041664212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Difficulty breathing",212,4041664,NA,NA,0.265357721217915
21602795410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: ANTIINFECTIVES FOR SYSTEMIC USE",410,21602795,NA,NA,-0.264704402138877
256451210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Bronchitis",210,256451,NA,NA,-0.262622114178576
4006969210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute respiratory disease",210,4006969,NA,NA,0.262365617690088
315078210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Palpitations",210,315078,NA,NA,-0.260149025459137
37109843210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Absence of lower limb",210,37109843,NA,NA,0.256639777293371
444208212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Chronic inflammatory disorder",212,444208,NA,NA,-0.254000325416612
314059212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Right bundle branch block",212,314059,NA,NA,-0.253009845584747
40491439210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Tumor of respiratory system",210,40491439,NA,NA,0.252411385035712
443587210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Diastolic heart failure",210,443587,NA,NA,-0.250024209486329
321822210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Peripheral vascular disorder due to diabetes mellitus",210,321822,NA,NA,-0.247989602593424
194087212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Hepatitis due to infection",212,194087,NA,NA,-0.232869276287433
21603819412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: Progestogens",412,21603819,NA,NA,0.231007165761269
4063381212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Chronic disease of respiratory system",212,4063381,NA,NA,0.229309775641423
132797210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Sepsis",210,132797,NA,NA,0.228961091022502
317576210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Coronary arteriosclerosis",210,317576,NA,NA,-0.227341046043069
75344210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,NA,NA,0.227289034651298
442105212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Benign neoplasm of soft tissue",212,442105,NA,NA,-0.227207286157544
4197065210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Respiratory obstruction",210,4197065,NA,NA,0.223964021078519
40479576210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic diastolic heart failure",210,40479576,NA,NA,0.222830061781152
433740210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Immunodeficiency disorder",210,433740,NA,NA,0.221139943661726
1106776412,"drug_era group (DrugGroupEraShortTerm) during day -30 through 0 days relative to index: tiotropium",412,1106776,NA,NA,0.219169144004784
4169095210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Bradycardia",210,4169095,NA,NA,-0.218678233791979
312437210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Dyspnea",210,312437,NA,NA,-0.218376116926829
4047791212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Abnormal body temperature",212,4047791,NA,NA,0.217430522103827
260139212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Acute bronchitis",212,260139,NA,NA,-0.216948435125957
320425212,"condition_era group (ConditionGroupEraShortTerm) during day -30 through 0 days relative to index: Heart block",212,320425,NA,NA,-0.21603537441599
