"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
5003,"age group:  25 -  29",3,0,NA,NA,-5.20697622185155
3003,"age group:  15 -  19",3,0,NA,NA,-4.22650544673382
18003,"age group:  90 -  94",3,0,NA,NA,3.9932878061266
8003,"age group:  40 -  44",3,0,NA,NA,-3.93402973979136
6003,"age group:  30 -  34",3,0,NA,NA,-3.77615412304957
4003,"age group:  20 -  24",3,0,NA,NA,-3.02707971797992
7003,"age group:  35 -  39",3,0,NA,NA,-2.89418628322456
9003,"age group:  45 -  49",3,0,NA,NA,-2.45019440334381
10003,"age group:  50 -  54",3,0,NA,NA,-2.10454619190435
11003,"age group:  55 -  59",3,0,NA,NA,-1.26349263672516
17003,"age group:  85 -  89",3,0,NA,NA,1.18990512955886
12003,"age group:  60 -  64",3,0,NA,NA,-0.963064732517366
16003,"age group:  80 -  84",3,0,NA,NA,0.883415546151139
2001699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of hypertension  ",699,-1,NA,NA,0.596538544228148
8507001,"gender = MALE",1,8507,NA,NA,0.565412530793926
15003,"age group:  75 -  79",3,0,NA,NA,0.478296526340966
1701699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of diabetes  ",699,-1,NA,NA,0.406061372542453
2101699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of kidney disease  ",699,-1,NA,NA,0.399075336824559
1601699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of COPD  ",699,-1,NA,NA,0.380035014685548
1901699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of hyperlipidemia  ",699,-1,NA,NA,-0.291542254416695
1801699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of heart disease  ",699,-1,NA,NA,0.23362257515707
13003,"age group:  65 -  69",3,0,NA,NA,-0.212204460286253
1501699,"Cohort_covariate during day -9999 through -1 days relative to index:  history of cancer  ",699,-1,NA,NA,0
